,Open Bid_x,Open Bid_y,Long Swap USDCZK,Short Swap USDCZK,open_1
2017-11-09,1.3,0.37,6.280193236714973e-06,-3.205128205128205e-05,8.1594
2017-11-10,1.21,0.42,5.5304172951231766e-06,-3.282828282828283e-05,8.12614
2017-11-11,1.21,0.42,6.3813813813813805e-06,-3.3285440613026815e-05,8.12614
2017-11-13,1.07,0.42,7.246376811594204e-06,-1.515151515151515e-05,8.13982
2017-11-14,1.3,0.4,1.2077294685990336e-05,-1.5873015873015872e-05,8.1646
2017-11-15,1.22,0.35,3.453453453453452e-05,-4.5617816091954025e-05,8.18491
2017-11-16,1.22,0.34,1.1511511511511508e-05,-1.5205938697318009e-05,8.2453
2017-11-17,1.22,0.4,1.514014014014014e-05,-2.2270114942528736e-05,8.19077
2017-11-18,1.22,0.4,2.4547803617571047e-06,-3.0378250591016548e-05,8.19077
2017-11-20,1.3,0.4,3.6231884057970803e-07,-1.7006802721088435e-05,8.26517
2017-11-21,1.07,0.42,1.0332796564680624e-05,-1.452020202020202e-05,8.29062
2017-11-22,1.3,0.44,4.673913043478261e-05,-8.299319727891156e-05,8.2087
2017-11-23,1.3,0.44,7.125603864734298e-06,-3.344671201814059e-05,8.14617
2017-11-24,1.22,0.41,6.5065065065065045e-06,-3.400383141762452e-05,8.1357
2017-11-25,1.22,0.41,8.2687338501292e-06,-3.971631205673759e-05,8.1357
2017-11-27,1.3,0.43,9.29951690821256e-06,-3.571428571428571e-05,8.1428
2017-11-28,1.3,0.44,1.1956521739130434e-05,-1.5759637188208615e-05,8.1498
2017-11-29,1.17,0.47,4.454685099846389e-05,-0.0001114916286149,8.24285
2017-11-30,1.3,0.47,1.5579710144927537e-05,-2.7555555555555555e-05,8.24632
2017-12-01,1.11,0.41,1.4481305950500265e-05,-2.8406234288587228e-05,8.31724
2017-12-02,1.11,0.41,3.8759689922480506e-07,-3.26241134751773e-05,8.31724
2017-12-04,1.3,0.45,1.2077294685990336e-05,-1.6111111111111108e-05,8.29459
2017-12-05,1.3,0.47,1.5579710144927537e-05,-2.5666666666666663e-05,8.3137
2017-12-06,1.3,0.5,4.673913043478261e-05,-7.9e-05,8.26285
2017-12-07,1.3,0.51,1.5096618357487922e-05,-2.311111111111111e-05,8.27426
2017-12-08,1.3,0.43,9.05797101449275e-06,-1.3444444444444444e-05,8.31915
2017-12-11,1.25,0.43,1.1234567901234566e-05,-2.925170068027211e-05,8.3022
2017-12-12,1.29,0.45,1.079573022804464e-05,-2.572463768115942e-05,8.38056
2017-12-13,1.3,0.46,3.2246376811594205e-05,-7.733333333333333e-05,8.33276
2017-12-14,1.36,0.43,4.708097928436915e-06,-1.5842013888888888e-05,8.32246
2017-12-15,1.37,0.47,1.2541022034692922e-05,-1.5625e-05,8.29501
2017-12-18,1.32,0.53,9.339080459770118e-06,-1.6439909297052154e-05,8.37391
2017-12-19,1.33,0.46,-2.38435860753456e-07,-1.874435411020777e-05,8.35767
2017-12-20,1.39,0.25,2.649930264993026e-05,-6.666666666666667e-05,8.35317
2017-12-21,1.33,0.13,1.2279446828803054e-05,-1.592140921409214e-05,8.4138
2017-12-22,1.33,0.13,1.2476459510357814e-05,-1.638454861111111e-05,8.37555
2017-12-25,1.33,0.13,1.2476459510357814e-05,-1.638454861111111e-05,8.2985
2017-12-26,1.33,0.13,1.2476459510357814e-05,-1.638454861111111e-05,8.32485
2017-12-27,1.33,0.13,3.3410138248847924e-05,-4.337899543378995e-05,8.29951
2017-12-28,1.36,0.16,1.2476459510357814e-05,-1.606425702811245e-05,8.24964
2017-12-29,1.45,0.16,1.3038548752834466e-05,-1.633986928104575e-05,8.24593
2018-01-01,1.45,0.16,1.3038548752834466e-05,-1.633986928104575e-05,8.1857
2018-01-02,1.35,0.14,1.2174940898345152e-05,-3.30421146953405e-05,8.1831
2018-01-03,1.38,0.22,4.7969187675070025e-05,-0.0001340725806451,8.12901
2018-01-04,1.37,0.2,8.79043600562588e-06,-2.2941970310391364e-05,8.10506
2018-01-05,1.38,0.21,1.4355742296918769e-05,-2.228682170542636e-05,8.05795
2018-01-08,1.38,0.28,1.260504201680672e-05,-1.647286821705426e-05,8.05296
2018-01-09,1.37,0.32,1.2541022034692922e-05,-1.5969410706252806e-05,8.07176
2018-01-10,1.38,0.34,2.906162464985994e-05,-6.42764857881137e-05,8.10681
2018-01-11,1.4,0.33,9.722222222222224e-06,-1.5491452991452994e-05,8.05649
2018-01-12,1.38,0.35,1.027077497665733e-05,-1.8410852713178295e-05,7.99989
2018-01-13,1.38,0.35,1.0185185185185185e-05,-1.86965811965812e-05,7.99989
2018-01-15,1.34,0.38,1.2345679012345678e-05,-1.5969410706252806e-05,7.90898
2018-01-16,1.42,0.38,8.72359963269054e-06,-1.984126984126984e-05,7.87817
2018-01-17,1.42,0.38,3.87517146776406e-05,-4.9418604651162784e-05,7.883
2018-01-18,1.61,0.38,1.1174968071519796e-05,-1.640964808224595e-05,7.87496
2018-01-19,1.53,0.38,8.673693456302155e-06,-1.7575757575757576e-05,7.83717
2018-01-20,1.53,0.38,3.935185185185183e-06,-3.173076923076923e-05,7.83717
2018-01-22,1.17,0.38,1.1136712749615977e-05,-1.4459665144596651e-05,7.86938
2018-01-23,1.17,0.38,1.4675052410901468e-05,-2.4951267056530216e-05,7.8593
2018-01-24,1.65,0.38,4.245283018867924e-05,-5.284552845528456e-05,7.80969
2018-01-25,1.65,0.38,1.142557651991614e-05,-2.044209702660407e-05,7.72208
2018-01-26,1.61,0.38,1.3942103022562794e-05,-1.743498817966903e-05,7.72328
2018-01-27,1.61,0.38,8.912037037037036e-06,-1.7414529914529913e-05,7.72328
2018-01-29,1.17,0.38,7.168458781362007e-06,-1.5601217656012176e-05,7.69
2018-01-30,1.42,0.4,7.460973370064279e-06,-1.5532879818594105e-05,7.7424
2018-01-31,1.71,0.4,4.33579335793358e-05,-5.346985210466439e-05,7.70768
2018-02-01,1.72,0.4,1.1131535947712418e-05,-1.8424036281179136e-05,7.70761
2018-02-02,1.5,0.4,1.0555555555555555e-05,-1.6771488469601677e-05,7.65156
2018-02-05,1.5,0.4,9.888888888888892e-06,-1.7819706498951782e-05,7.74267
2018-02-06,1.34,0.4,7.834757834757831e-06,-1.7094017094017095e-05,7.8855
2018-02-07,1.38,0.4,2.4509803921568623e-05,-5.2325581395348834e-05,7.80476
2018-02-08,1.43,0.4,1.0059442158207588e-05,-1.647286821705426e-05,7.92614
2018-02-09,1.42,0.4,9.986225895316805e-06,-1.5873015873015872e-05,7.92547
2018-02-10,1.42,0.4,7.407407407407406e-06,-1.5918803418803415e-05,7.92547
2018-02-12,1.45,0.4,7.709750566893424e-06,-1.6025641025641026e-05,7.9469
2018-02-13,1.38,0.4,9.68720821661998e-06,-1.647286821705426e-05,7.90281
2018-02-14,1.38,0.4,5.95238095238095e-06,-3.5206718346253224e-05,7.84731
2018-02-15,1.34,0.4,1.1870845204178494e-06,-1.079622132253711e-05,7.77431
2018-02-16,1.38,0.4,1.867413632119517e-06,-1.2381567614125756e-05,7.74132
2018-02-19,1.34,0.4,9.377967711301042e-06,-1.5969410706252806e-05,7.77048
2018-02-20,1.34,0.4,1.899335232668569e-06,-1.1358524516419253e-05,7.79689
2018-02-21,1.34,0.4,2.813390313390313e-05,-4.790823211875842e-05,7.85951
2018-02-22,1.42,0.4,5.73921028466483e-06,-1.326530612244898e-05,7.87928
2018-02-23,1.38,0.4,1.7507002801120449e-06,-1.8195521102497847e-05,7.87091
2018-02-24,1.38,0.4,5.787037037037016e-07,-1.826923076923077e-05,7.87091
2018-02-26,1.38,0.4,7.00280112044818e-06,-1.5396210163652028e-05,7.8326
2018-02-27,1.34,0.4,9.377967711301042e-06,-1.5969410706252806e-05,7.81825
2018-02-28,1.35,0.4,7.092198581560295e-06,-3.3266129032258067e-05,7.87774
2018-03-01,1.35,0.4,3.546099290780144e-06,-1.2096774193548388e-05,7.90477
2018-03-02,1.43,0.4,3.4293552812071326e-06,-1.3151927437641725e-05,7.84145
2018-03-05,1.42,0.37,7.346189164370982e-06,-1.4172335600907034e-05,7.79831
2018-03-06,1.43,0.33,8.916323731138546e-06,-1.5873015873015872e-05,7.80827
2018-03-07,1.4,0.33,6.250000000000005e-06,-3.525641025641026e-05,7.78704
2018-03-08,1.35,0.34,8.274231678487e-06,-1.6017025089605736e-05,7.80398
2018-03-09,1.4,0.34,8.680555555555556e-06,-1.655982905982906e-05,7.83772
2018-03-10,1.4,0.34,2.5462962962962995e-06,-1.1217948717948715e-05,7.83772
2018-03-12,1.35,0.37,6.737588652482271e-06,-1.4336917562724014e-05,7.76454
2018-03-13,1.35,0.4,3.309692671394798e-06,-1.2768817204301074e-05,7.74864
2018-03-14,1.4,0.4,7.638888888888899e-06,-3.367346938775511e-05,7.73004
2018-03-15,1.39,0.43,6.973500697350026e-07,-1.0141093474426806e-05,7.72089
2018-03-16,1.5,0.45,9.444444444444446e-06,-1.6975308641975312e-05,7.71656
2018-03-17,1.5,0.45,1.388888888888884e-06,-1.0363247863247866e-05,7.71656
2018-03-19,1.54,0.45,8.31146106736658e-06,-1.5612327656123278e-05,7.72996
2018-03-20,1.58,0.45,5.598621877691645e-06,-1.3988808952837733e-05,7.71562
2018-03-21,1.65,0.43,2.735849056603773e-05,-5.409356725146199e-05,7.72993
2018-03-22,1.65,0.42,1.048218029350105e-05,-1.7543859649122806e-05,7.67621
2018-03-23,1.72,0.37,6.535947712418299e-06,-2.1660649819494583e-05,7.73495
2018-03-26,1.8,0.38,1.0119047619047615e-05,-1.819923371647509e-05,7.74485
2018-03-27,1.5,0.35,8.777777777777778e-06,-1.7735042735042734e-05,7.67014
2018-03-28,1.65,0.35,3.993710691823899e-05,-6.520467836257311e-05,7.70656
2018-03-29,1.65,0.35,5.765199161425575e-06,-1.7056530214424948e-05,7.85695
2018-03-30,1.65,0.35,5.765199161425575e-06,-1.7056530214424948e-05,7.83465
2018-04-02,1.65,0.35,5.765199161425575e-06,-1.7056530214424948e-05,7.8542
2018-04-03,1.65,0.35,8.176100628930816e-06,-1.822612085769981e-05,7.8829
2018-04-04,1.65,0.35,1.3207547169811316e-05,-5.23391812865497e-05,7.8286
2018-04-05,1.65,0.35,7.966457023060795e-06,-1.6374269005847955e-05,7.8136
2018-04-06,1.65,0.4,5.450733752620547e-06,-2.0467836257309943e-05,7.84363
2018-04-09,1.68,0.4,9.328358208955222e-06,-1.7489711934156377e-05,7.83073
2018-04-10,1.65,0.4,1.121593291404612e-05,-1.9200779727095515e-05,7.7773
2018-04-11,1.68,0.4,2.7985074626865665e-05,-5.987654320987654e-05,7.79314
2018-04-12,1.65,0.4,9.329140461215933e-06,-1.8128654970760235e-05,7.75822
2018-04-13,1.5,0.4,8.222222222222223e-06,-1.6975308641975312e-05,7.77594
2018-04-16,1.68,0.4,9.328358208955222e-06,-1.7489711934156377e-05,7.77146
2018-04-17,1.65,0.4,1.048218029350105e-05,-1.881091617933723e-05,7.7666
2018-04-18,1.65,0.4,2.515723270440251e-05,-7.280701754385964e-05,7.75816
2018-04-19,1.65,0.4,1.048218029350105e-05,-1.7543859649122806e-05,7.76006
2018-04-20,1.65,0.4,5.9748427672955965e-06,-1.4522417153996104e-05,7.79779
2018-04-21,1.65,0.4,3.935185185185183e-06,-2.147435897435897e-05,7.79779
2018-04-23,1.65,0.4,9.11949685534591e-06,-1.8031189083820664e-05,7.83441
2018-04-24,1.65,0.4,8.700209643605872e-06,-1.7251461988304093e-05,7.8834
2018-04-25,1.65,0.4,3.176100628930817e-05,-5.6725146198830416e-05,7.91113
2018-04-26,1.7,0.4,8.024691358024694e-06,-1.593137254901961e-05,7.95533
2018-04-27,1.67,0.4,1.0611735330836454e-05,-1.717171717171717e-05,7.98228
2018-04-28,1.67,0.4,8.680555555555556e-06,-1.655982905982906e-05,7.98228
2018-04-30,1.62,0.4,9.011874469889738e-06,-1.7575757575757576e-05,7.96777
2018-05-01,1.62,0.4,8.595387840670858e-06,-1.676413255360624e-05,8.01918
2018-05-02,1.62,0.4,1.6539440203562338e-05,-4.848484848484848e-05,8.07247
2018-05-03,1.65,0.4,7.0230607966457e-06,-2.1929824561403507e-05,8.10214
2018-05-04,1.65,0.4,1.121593291404612e-05,-1.95906432748538e-05,8.04459
2018-05-07,1.7,0.4,1.131687242798354e-05,-1.807598039215686e-05,8.03757
2018-05-08,1.65,0.4,1.069182389937107e-05,-1.8713450292397663e-05,8.0757
2018-05-09,1.65,0.4,2.893081761006289e-05,-5.1461988304093566e-05,8.14116
2018-05-10,1.65,0.4,9.329140461215933e-06,-1.7348927875243664e-05,8.06554
2018-05-11,1.65,0.4,9.748427672955976e-06,-1.783625730994152e-05,7.9962
2018-05-14,1.65,0.4,9.11949685534591e-06,-1.8031189083820664e-05,7.98045
2018-05-15,1.65,0.4,3.249475890985324e-06,-1.7251461988304093e-05,8.03175
2018-05-16,1.65,0.4,2.2012578616352197e-05,-4.853801169590644e-05,8.11926
2018-05-17,1.65,0.4,3.4591194968553424e-06,-1.3157894736842108e-05,8.06495
2018-05-18,1.65,0.4,8.280922431865829e-06,-1.6081871345029242e-05,8.12255
2018-05-21,1.65,0.4,1.048218029350105e-05,-1.7543859649122806e-05,8.12067
2018-05-22,1.65,0.4,6.81341719077568e-06,-1.5692007797270955e-05,8.05475
2018-05-23,1.65,0.4,1.9182389937106916e-05,-4.444444444444444e-05,8.07433
2018-05-24,1.65,0.4,-3.1446540880503134e-07,-1.3937621832358677e-05,8.08467
2018-05-25,1.7,0.4,7.510288065843625e-06,-1.409313725490196e-05,8.10727
2018-05-28,1.65,0.4,9.11949685534591e-06,-1.8031189083820664e-05,8.13595
2018-05-29,1.65,0.4,6.81341719077568e-06,-1.5302144249512668e-05,8.19684
2018-05-30,1.65,0.42,1.823899371069181e-05,-4.619883040935672e-05,8.29689
2018-05-31,1.65,0.43,7.337526205450731e-06,-1.7153996101364522e-05,8.1816
2018-06-01,1.65,0.44,8.071278825995808e-06,-1.676413255360624e-05,8.184
2018-06-04,1.65,0.48,1.3626834381551362e-05,-2.3586744639376216e-05,8.15239
2018-06-05,1.65,0.47,6.289308176100631e-06,-1.5692007797270955e-05,8.12213
2018-06-06,1.65,0.48,2.232704402515723e-05,-5.058479532163743e-05,8.10012
2018-06-07,1.65,0.49,6.7085953878406725e-06,-1.5789473684210526e-05,8.06847
2018-06-08,1.65,0.48,5.765199161425575e-06,-1.4619883040935671e-05,8.0629
2018-06-11,1.7,0.48,9.465020576131688e-06,-1.819923371647509e-05,8.04884
2018-06-12,1.7,0.51,6.172839506172839e-06,-1.4559386973180077e-05,8.04985
2018-06-13,1.9,0.55,2.528735632183908e-05,-4.946236559139785e-05,8.04714
2018-06-14,1.85,0.5,1.169590643274854e-05,-1.805555555555555e-05,8.00965
2018-06-15,1.86,0.5,8.449883449883453e-06,-1.6521423384168483e-05,8.13879
2018-06-18,1.86,0.54,8.352758352758354e-06,-1.6430646332607118e-05,8.15472
2018-06-19,1.86,0.53,6.50738150738151e-06,-1.4342774146695712e-05,8.11906
2018-06-20,1.75,0.47,1.818181818181819e-05,-4.632768361581922e-05,8.18909
2018-06-21,1.86,0.45,1.1752136752136752e-05,-1.8246187363834423e-05,8.1835
2018-06-22,1.95,0.45,1.224105461393597e-05,-1.7957351290684622e-05,8.11395
2018-06-25,1.8,0.45,1.1408730158730158e-05,-1.805555555555555e-05,8.10532
2018-06-26,1.8,0.47,1.1408730158730158e-05,-1.7720306513409963e-05,8.10048
2018-06-27,1.9,0.52,3.591954022988506e-05,-5.416666666666665e-05,8.12872
2018-06-28,1.95,0.54,1.826741996233522e-05,-3.127240143369176e-05,8.17924
2018-06-29,1.88,0.48,1.147762345679012e-05,-1.761744966442953e-05,8.14123
2018-07-02,1.95,0.4,1.1864406779661018e-05,-1.8165784832451496e-05,8.1698
2018-07-03,1.95,0.43,1.1864406779661018e-05,-1.8165784832451496e-05,8.16993
2018-07-04,1.97,0.45,1.4029180695847364e-05,-6.84326710816777e-05,8.12911
2018-07-05,2.1,0.46,1.021505376344086e-05,-1.7255892255892255e-05,8.11544
2018-07-06,2.1,0.5,9.408602150537637e-06,-1.7534722222222225e-05,8.06428
2018-07-09,1.9,0.45,1.1590038314176245e-05,-1.7685185185185187e-05,8.01376
2018-07-10,1.9,0.46,7.471264367816091e-06,-1.6487455197132615e-05,8.02264
2018-07-11,2.0,0.48,3.0833333333333335e-05,-4.55026455026455e-05,8.03864
2018-07-12,2.1,0.48,1.0931899641577064e-05,-1.5255731922398592e-05,8.1029
2018-07-13,1.98,0.48,1.2024608501118568e-05,-1.7685185185185187e-05,8.11115
2018-07-16,1.97,0.51,1.197156752712308e-05,-1.7651430694908958e-05,8.11424
2018-07-17,2.1,0.49,1.0752688172043012e-05,-1.507936507936508e-05,8.08769
2018-07-18,2.05,0.52,2.978142076502732e-05,-4.427083333333333e-05,8.15303
2018-07-19,1.98,0.53,9.69425801640567e-06,-1.4516129032258065e-05,8.16731
2018-07-20,1.98,0.53,1.034675615212528e-05,-1.4722222222222222e-05,8.22942
2018-07-21,2.25,0.7,1.2393162393162392e-05,-1.7037037037037035e-05,8.22942
2018-07-22,1.87,0.7,1.2393162393162392e-05,-1.7037037037037035e-05,8.22942
2018-07-23,1.87,0.7,8.420441347270617e-06,-1.375744830003505e-05,8.16807
2018-07-24,1.92,0.7,1.1700913242009131e-05,-1.87396351575456e-05,8.1985
2018-07-25,1.94,0.7,2.494331065759637e-05,-4.607250755287008e-05,8.18402
2018-07-26,1.85,0.7,1.1306042884990255e-05,-1.863041289023162e-05,8.13153
2018-07-27,1.83,0.7,1.1189634864546528e-05,-1.8602693602693603e-05,8.18171
2018-07-28,2.25,0.7,1.2136752136752135e-05,-1.6888888888888888e-05,8.18171
2018-07-29,2.25,0.7,1.2136752136752135e-05,-1.6888888888888888e-05,8.18171
2018-07-30,2.25,0.7,8.547008547008548e-06,-2.0074074074074075e-05,8.1934
2018-07-31,1.89,0.7,1.1534025374855823e-05,-1.87396351575456e-05,8.13076
2018-08-01,1.9,0.7,2.586206896551724e-05,-4.6875e-05,8.16322
2018-08-02,1.85,0.7,8.674463937621835e-06,-1.5813253012048195e-05,8.18123
2018-08-03,1.8,0.7,7.242063492063487e-06,-1.4865783214407067e-05,8.23564
2018-08-04,2.25,0.7,1.0427350427350429e-05,-1.5111111111111112e-05,8.23564
2018-08-05,1.82,0.7,1.0427350427350429e-05,-1.5111111111111112e-05,8.23564
2018-08-06,1.88,0.7,7.6195987654321e-06,-1.2868299609513664e-05,8.25212
2018-08-07,1.88,0.7,7.523148148148146e-06,-1.2868299609513664e-05,8.24102
2018-08-08,2.0,0.7,8.055555555555557e-06,-5.833333333333333e-05,8.18471
2018-08-09,2.0,0.7,8.148148148148148e-06,-1.3720538720538718e-05,8.21291
2018-08-10,1.88,0.7,8.487654320987656e-06,-1.2547594323295256e-05,8.30871
2018-08-11,2.25,0.7,8.487654320987656e-06,-1.2547594323295256e-05,8.30871
2018-08-12,1.88,0.7,8.487654320987656e-06,-1.2547594323295256e-05,8.30871
2018-08-13,1.88,0.7,5.787037037037034e-06,-1.1803336883209089e-05,8.40286
2018-08-14,1.9,0.7,1.1590038314176245e-05,-1.8546747967479675e-05,8.36175
2018-08-15,1.88,0.7,3.4432870370370365e-05,-5.547034764826175e-05,8.43832
2018-08-16,1.89,0.7,7.11264898116109e-06,-1.800883452259599e-05,8.42193
2018-08-17,1.87,0.7,6.194347657762293e-06,-1.2317363234794428e-05,8.47412
2018-08-18,2.25,0.7,8.205128205128205e-06,-1.3851851851851853e-05,8.47412
2018-08-19,1.88,0.7,8.205128205128205e-06,-1.3851851851851853e-05,8.47412
2018-08-20,1.88,0.7,1.147762345679012e-05,-1.810436634717785e-05,8.45696
2018-08-21,1.83,0.7,6.1837455830388674e-06,-1.2703252032520323e-05,8.41977
2018-08-22,1.79,0.7,1.4635603345280774e-05,-3.794871794871795e-05,8.39479
2018-08-23,1.81,0.7,8.89679715302491e-06,-1.34628493524199e-05,8.37351
2018-08-24,2.25,0.7,8.376068376068377e-06,-1.2814814814814815e-05,8.37407
2018-08-25,1.88,0.7,8.376068376068377e-06,-1.2814814814814815e-05,8.37407
2018-08-26,1.88,0.7,8.376068376068377e-06,-1.2814814814814815e-05,8.37407
2018-08-27,1.88,0.7,1.147762345679012e-05,-1.8256464011180996e-05,8.33837
2018-08-28,1.9,0.7,5.268199233716474e-06,-1.2215528781793845e-05,8.32974
2018-08-29,1.88,0.7,1.8229166666666668e-05,-5.057651991614255e-05,8.33705
2018-08-30,1.82,0.7,1.2608353033884947e-05,-1.6801756163458292e-05,8.33706
2018-08-31,1.82,0.7,4.629629629629631e-06,-1.2025745257452577e-05,8.34782
2018-09-01,1.88,0.7,4.629629629629631e-06,-1.2025745257452577e-05,8.34782
2018-09-02,1.88,0.7,4.629629629629631e-06,-1.2025745257452577e-05,8.34782
2018-09-03,1.88,0.7,1.051311728395062e-05,-1.744791666666667e-05,8.39
2018-09-04,1.86,0.7,9.421134421134422e-06,-1.6752136752136753e-05,8.36512
2018-09-05,1.85,0.7,2.2514619883040933e-05,-3.60082304526749e-05,8.383
2018-09-06,1.88,0.7,9.548611111111108e-06,-1.6509433962264148e-05,8.39997
2018-09-07,1.88,0.7,7.6195987654321e-06,-1.1617749825296996e-05,8.41904
2018-09-08,1.87,0.7,7.742934572202863e-06,-1.18425635667015e-05,8.41904
2018-09-09,1.88,0.7,7.742934572202863e-06,-1.18425635667015e-05,8.41904
2018-09-10,1.88,0.7,9.548611111111108e-06,-1.6509433962264148e-05,8.44994
2018-09-11,1.8,0.7,7.043650793650794e-06,-1.2014314928425356e-05,8.38534
2018-09-12,1.82,0.7,2.0094562647754157e-05,-3.4913353720693174e-05,8.33154
2018-09-13,1.86,0.7,8.935508935508938e-06,-1.639483520217465e-05,8.24818
2018-09-14,1.84,0.7,8.802816901408451e-06,-1.628943758573388e-05,8.21524
2018-09-15,1.88,0.7,8.802816901408451e-06,-1.628943758573388e-05,8.21524
2018-09-16,1.88,0.7,8.802816901408451e-06,-1.628943758573388e-05,8.21524
2018-09-17,1.88,0.7,5.787037037037034e-06,-1.1180992313067789e-05,8.24234
2018-09-18,1.83,0.7,6.968983117393012e-06,-1.1559696342305045e-05,8.16298
2018-09-19,1.86,0.7,2.0979020979021e-05,-3.322784810126582e-05,8.15454
2018-09-20,2.29,0.7,1.1229314420803784e-05,-1.7730496453900712e-05,8.15043
2018-09-21,1.86,0.7,4.467754467754471e-06,-9.485094850948508e-06,8.14044
2018-09-22,1.96,0.7,5.8183183183183205e-06,-1.0519395134779748e-05,8.14044
2018-09-23,1.96,0.7,5.8183183183183205e-06,-1.0519395134779748e-05,8.14044
2018-09-24,1.96,0.7,5.8183183183183205e-06,-1.0519395134779748e-05,8.14761
2018-09-25,1.96,0.7,5.724474474474473e-06,-1.0355029585798816e-05,8.14402
2018-09-26,2.03,0.7,2.062706270627062e-05,-3.401360544217687e-05,8.12557
2018-09-27,2.13,0.7,1.3134540291089812e-05,-1.939655172413793e-05,8.10114
2018-09-28,2.13,0.7,7.543485977990767e-06,-1.1494252873563217e-05,8.15044
2018-09-29,2.13,0.7,7.543485977990767e-06,-1.1494252873563217e-05,8.15044
2018-09-30,2.13,0.7,7.543485977990767e-06,-1.1494252873563217e-05,8.15044
2018-10-01,2.13,0.7,5.59105431309904e-06,-1.1015325670498084e-05,8.14694
2018-10-02,2.13,0.7,4.526091586794459e-06,-1.2147716229348884e-05,8.15664
2018-10-03,2.13,0.7,1.810436634717784e-05,-4.8104956268221576e-05,8.15824
2018-10-04,2.13,0.7,5.324813631522895e-06,-1.0447035957240044e-05,8.23644
2018-10-05,2.13,0.7,7.099751508697195e-06,-1.085195983155167e-05,8.25312
2018-10-06,2.13,0.7,3.1061412850550207e-06,-1.3362487852283771e-05,8.25312
2018-10-07,2.13,0.7,3.1061412850550207e-06,-1.3362487852283771e-05,8.25312
2018-10-08,2.13,0.7,5.59105431309904e-06,-1.0770975056689344e-05,8.26894
2018-10-09,2.13,0.7,5.236066737664182e-06,-1.0447035957240044e-05,8.27073
2018-10-10,2.14,0.7,1.698513800424629e-05,-4.699612403100775e-05,8.25573
2018-10-11,2.14,0.7,2.919320594479829e-06,-1.3162144702842375e-05,8.19834
2018-10-12,2.14,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.19684
2018-10-13,2.14,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.19684
2018-10-14,2.14,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.19684
2018-10-15,2.14,0.7,4.777070063694266e-06,-1.0335917312661498e-05,8.17734
2018-10-16,2.14,0.7,3.80396319886766e-06,-1.3646640826873384e-05,8.15244
2018-10-17,2.14,0.7,9.554140127388532e-06,-4.021317829457364e-05,8.15574
2018-10-18,2.14,0.7,5.042462845010614e-06,-1.4131136950904394e-05,8.21754
2018-10-19,2.14,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.2725
2018-10-20,2.15,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.2725
2018-10-21,2.15,0.7,6.015569709837228e-06,-1.4373385012919898e-05,8.2725
2018-10-22,2.15,0.7,6.084656084656085e-06,-1.4412238325281803e-05,8.22204
2018-10-23,2.15,0.7,6.525573192239857e-06,-1.4814814814814818e-05,8.26742
2018-10-24,2.15,0.7,3.439153439153436e-06,-2.729885057471264e-05,8.27564
2018-10-25,2.15,0.7,6.525573192239857e-06,-1.492656449553001e-05,8.33446
2018-10-26,2.14,0.7,5.573248407643314e-06,-1.408901697086135e-05,8.36255
2018-10-27,2.14,0.7,5.573248407643314e-06,-1.408901697086135e-05,8.36255
2018-10-28,2.14,0.7,5.573248407643314e-06,-1.408901697086135e-05,8.36255
2018-10-29,2.14,0.7,4.777070063694266e-06,-1.0486711495357028e-05,8.35387
2018-10-30,2.15,0.7,3.3509700176366848e-06,-1.3010855683269476e-05,8.37905
2018-10-31,2.15,0.7,1.5608465608465605e-05,-4.1187739463601534e-05,8.41238
2018-11-01,2.15,0.7,4.761904761904757e-06,-1.3330140485312896e-05,8.40556
2018-11-02,2.15,0.7,4.761904761904757e-06,-1.3119533527696794e-05,8.35715
2018-11-03,2.15,0.7,-2.0282186948853605e-06,-1.0447035957240044e-05,8.35715
2018-11-04,2.15,0.7,-2.0282186948853605e-06,-1.0447035957240044e-05,8.35715
2018-11-05,2.15,0.7,4.761904761904757e-06,-1.3119533527696794e-05,8.36711
2018-11-06,2.15,0.7,-4.409171075837788e-07,-1.060900550696469e-05,8.36527
2018-11-07,2.15,0.7,8.99470899470899e-06,-4.227405247813412e-05,8.33653
2018-11-08,2.15,0.7,1.4109347442680755e-06,-1.119281045751634e-05,8.34718
2018-11-09,2.15,0.7,-2.2927689594356304e-06,-9.722222222222224e-06,8.39183
2018-11-10,2.15,0.7,0.0,-9.395424836601308e-06,8.39183
2018-11-11,2.15,0.7,0.0,-9.395424836601308e-06,8.39183
2018-11-12,2.15,0.7,3.0864197530864213e-06,-1.0620915032679735e-05,8.43413
2018-11-13,2.15,0.7,-2.2927689594356304e-06,-9.722222222222224e-06,8.49814
2018-11-14,2.15,0.7,1.1640211640211636e-05,-3.651960784313725e-05,8.49381
2018-11-15,2.16,0.74,-3.6919831223628714e-06,-9.693711306614536e-06,8.48699
2018-11-16,2.16,0.7,-9.669479606188456e-07,-5.050505050505052e-06,8.47449
2018-11-17,2.16,0.7,-3.516174402250371e-07,-5.2948843271423925e-06,8.47449
2018-11-18,2.16,0.7,-3.516174402250371e-07,-5.2948843271423925e-06,8.47449
2018-11-19,2.16,0.7,3.1645569620253183e-06,-1.0671228413163897e-05,8.44952
2018-11-20,2.16,0.7,3.955696202531648e-06,-1.2218963831867056e-05,8.4818
